ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Low stock amount,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta:demo_flag,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
,variable,VR-001,AI Lab Jacket,1,1,visible,"خلاصه‌ای کوتاه از یک ژاکت هوش مصنوعی", "ژاکتی سبک با لایه ضد آب و آستر توری. مناسب تست UI.",2026-02-10,2026-02-20,taxable,standard,1,40,no,5,0,0.9,70,55,4,1,"یادداشت خرید نمونه",89.00,129.00,"Apparel > Jackets","tech,lab",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-googledeepmind-18069156.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-googledeepmind-18069832.jpg",,, ,,, ,,,, ,,, ,,, ,,, ,,,
,variation,VR-001-BL-M,AI Lab Jacket - Blue M,1,0,visible,Short desc same,Long desc same,, ,taxable,standard,1,10,no,2,1,0.9,70,55,4,1,,79.00,119.00,,"tech,blue",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-googledeepmind-18069156.jpg",,,VR-001,,, ,,, ,,, ,,, ,,,Color,"Blue",1,1,Size,"M",1,1,Material,"Ripstop",1,0
,variation,VR-001-BL-L,AI Lab Jacket - Blue L,1,0,visible,Short desc same,Long desc same,, ,taxable,standard,1,8,no,2,1,0.95,72,56,4.2,1,,79.00,119.00,,"tech,blue",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-googledeepmind-18069857.jpg",,,VR-001,,, ,,, ,,, ,,, ,,,Color,"Blue",1,1,Size,"L",1,1,Material,"Ripstop",1,0
,variation,VR-001-GR-M,AI Lab Jacket - Green M,1,0,visible,Short desc same,Long desc same,, ,taxable,standard,1,12,no,2,1,0.92,71,55,4.1,1,,74.00,119.00,,"tech,green",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-googledeepmind-18069859.jpg",,,VR-001,,, ,,, ,,, ,,, ,,,Color,"Green",1,1,Size,"M",1,1,Material,"Softshell",1,0
,variation,VR-001-GR-L,AI Lab Jacket - Green L,1,0,visible,Short desc same,Long desc same,, ,taxable,standard,1,9,no,2,1,0.97,73,57,4.3,1,,74.00,119.00,,"tech,green",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-googledeepmind-18069827.jpg",,,VR-001,,, ,,, ,,, ,,, ,,,Color,"Green",1,1,Size,"L",1,1,Material,"Softshell",1,0
,simple,SP-002,Desk Micro Drone,1,0,visible,"مینی درون رومیزی برای تست لیست محصولات","پرواز پایدار داخل اتاق؛ شامل باتری و شارژر USB.",, ,taxable,standard,1,25,no,3,0,0.25,10,10,4,1,,39.00,59.00,"Gadgets > Drones","drone,indoor",light,"https://lavzen.com/wp-content/uploads/demo/pexels-cjanimus-7989741.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-cjanimus-7989742.jpg",,,, ,,, ,,, ,,, ,,, ,,,Attribute 1 name,Accessory Pack,1,0
,simple,SP-003,Holo Projector Lamp,1,1,visible,"چراغ رومیزی با هولوگرام چرخان","حالت‌های نور RGB، تایمر و حالت شب.",2026-03-01,2026-03-10,taxable,standard,1,35,no,4,0,1.1,18,18,30,1,,69.00,99.00,"Home > Lighting","lamp,hologram",fragile,"https://lavzen.com/wp-content/uploads/demo/pexels-esmihel-18311092.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-jill-burrow-6858618.jpg",,,, ,,, ,,, ,,, ,,, ,,,Color,"Graphite",1,1
,grouped,GP-004,Studio Bundle Pack,1,0,visible,"گروه محصول شامل میکروفون و هدفون","برای تست سناریوهای محصولات گروهی.",, ,taxable,standard,1,,no,,0,4.5,22,18,12,1,,129.00,199.00,"Audio > Bundles","bundle,studio",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-sound-on-3394662.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-alex-andrews-271121-14005916.jpg",,,, ,SP-005|SP-006,,, ,,, ,,, ,,, ,,, ,,,
,simple,SP-005,Cardio Smartwatch,1,0,visible,"ساعت هوشمند ورزشی","پایش ضربان، GPS و سنسور اکسیژن.",, ,taxable,standard,1,60,no,5,0,0.05,4.2,4.2,1.1,1,,99.00,149.00,"Wearables","smartwatch,fitness",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-pixabay-236095.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-ivan-s-7922008.jpg",,,, GP-004,,, ,,, ,,, ,,, ,,, ,,,Color,"Black",1,1,Band,"Silicone",1,0
,simple,SP-006,Noise-Cancel Headphones,1,1,visible,"هدفون روگوشی حذف نویز","۳۰ ساعت باتری، حالت شفافیت.",, ,taxable,standard,1,80,no,5,0,0.32,19,16,8,1,,129.00,189.00,"Audio > Headphones","anc,wireless",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-icliff-agendia-272682659-13194386.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-zlataky-cz-61823415-8442343.jpg",,,, GP-004,SP-005,SP-002,,, ,,, ,,, ,,, ,,,Color,"Midnight",1,1
,external,EX-007,AI Prompt Course,1,0,visible,"محصول خارجی برای تست","لینک به دوره آموزشی خارج از سایت.",, ,taxable,standard,1,,no,,1,, ,,, ,1,,59.00,"Courses","ai,prompting",virtual,"https://lavzen.com/wp-content/uploads/demo/pexels-mediahooch-14785828.jpg",,, ,,, ,,, ,,,https://lavzen.com/courses/prompting,Sign Up,0,,Attribute 1 name,Access Type,1,0
,simple,SP-008,Modular Desk Plant,1,0,visible,"گیاه مصنوعی رومیزی","شامل ماژول نور مخفی و مخزن آب.",, ,taxable,standard,1,45,no,3,0,0.4,12,12,25,1,,24.00,39.00,"Home > Decor","plant,desk",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-mango-life-479640224-15840650.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-jessbaileydesign-2002217.jpg",,,, ,,, ,,, ,,, ,,, ,,,Color,"Sage",1,1,Pot,"Ceramic",1,0
,simple,SP-009,USB-C Portable SSD,1,0,visible,"حافظه SSD برای نمونه","۱۰ گیگابایت بر ثانیه، رمپ آلومینیوم.",, ,taxable,standard,1,150,no,10,0,0.08,10,5,1.1,1,,79.00,109.00,"Storage","ssd,usb-c",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-absstpg-35089590.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-koprivakart-10416279.jpg",,,, ,SP-006,SP-005,,, ,,, ,,, ,,, ,,,Capacity,"1TB",1,1
,simple,SP-010,AI Sketch Notebook,1,0,visible,"دفترچه طراحان","کاغذ مقاوم و خطوط نقطه‌ای با راهنمای پرامپت.",, ,taxable,standard,1,120,no,8,0,0.35,21,14,1.2,1,,12.00,19.00,"Office > Stationery","notebook,ai",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-ivan-s-7922008.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-absstpg-35089590.jpg",,,, ,,, ,,, ,,, ,,, ,,,Page Style,"Dot Grid",1,1
,simple,SP-011,Ergo Laptop Stand,1,0,visible,"استند لپ‌تاپ تاشو","ارتفاع قابل تنظیم و خنک‌کننده پسیو.",, ,taxable,standard,1,90,no,6,0,0.65,26,24,3,1,,34.00,49.00,"Office > Accessories","stand,laptop",standard,"https://lavzen.com/wp-content/uploads/demo/pexels-puru-raj-194183251-33298190.jpg|https://lavzen.com/wp-content/uploads/demo/pexels-sound-on-3394662.jpg",,,, ,SP-010,SP-009,,, ,,, ,,, ,,, ,,,Material,"Aluminum",1,1,Finish,"Matte",1,0
